rowid,yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_unit,datavaluetypeid,data_value_type,data_value_footnote_symbol,data_value_footnote,stratificationcategory1,stratification1,stratificationcategory2,stratification2,geolocation,classid,topicid,questionid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,data_value,data_value_alt,low_confidence_limit,high_confidence_limit
BRFSS~2022~2022~55~Q30~TCC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,5064,RACE,BLK,19.8,19.8,11.2,32.4
BRFSS~2022~2022~50~Q31~TCC02~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC02,Q31,50,AGE,5064,SEX,MALE,47.7,47.7,34.6,61.1
BRFSS~2022~2022~51~Q42~TCC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,65PLUS,SEX,FEMALE,52.8,52.8,43.6,61.9
BRFSS~2022~2022~50~Q30~TCC01~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC01,Q30,50,AGE,65PLUS,SEX,MALE,12.0,12.0,9.7,14.8
BRFSS~2022~2022~55~Q30~TCC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,65PLUS,RACE,WHT,10.4,10.4,9.1,11.8
BRFSS~2022~2022~50~Q30~TCC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC01,Q30,50,AGE,5064,RACE,BLK,,,,
BRFSS~2022~2022~51~Q30~TCC01~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC01,Q30,51,AGE,AGE_OVERALL,OVERALL,OVERALL,9.9,9.9,8.8,11.1
BRFSS~2022~2022~51~Q30~TCC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC01,Q30,51,AGE,AGE_OVERALL,RACE,BLK,7.8,7.8,5.5,11.0
BRFSS~2022~2022~50~Q41~TCC03~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC03,Q41,50,AGE,65PLUS,SEX,MALE,13.5,13.5,8.2,21.5
BRFSS~2022~2022~9004~Q42~TCC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC04,Q42,9004,AGE,65PLUS,RACE,NAA,2.1,2.1,0.2,18.2
BRFSS~2022~2022~51~Q42~TCC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,65PLUS,SEX,MALE,43.4,43.4,33.5,53.9
BRFSS~2022~2022~51~Q30~TCC01~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC01,Q30,51,AGE,65PLUS,SEX,FEMALE,9.7,9.7,8.1,11.5
BRFSS~2022~2022~55~Q31~TCC02~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC02,Q31,55,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2022~2022~55~Q41~TCC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC03,Q41,55,AGE,AGE_OVERALL,RACE,WHT,22.0,22.0,18.0,26.7
BRFSS~2022~2022~9004~Q42~TCC04~AGE~SEX,2022,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Sex,Female,,C06,TCC04,Q42,9004,AGE,AGE_OVERALL,SEX,FEMALE,46.1,46.1,38.9,53.5
BRFSS~2022~2022~50~Q30~TCC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC01,Q30,50,AGE,5064,RACE,WHT,8.2,8.2,6.8,9.9
BRFSS~2022~2022~55~Q42~TCC04~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Female,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC04,Q42,55,AGE,AGE_OVERALL,SEX,FEMALE,43.5,43.5,36.8,50.5
BRFSS~2022~2022~51~Q41~TCC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC03,Q41,51,AGE,AGE_OVERALL,RACE,ASN,,,,
BRFSS~2022~2022~55~Q42~TCC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC04,Q42,55,AGE,5064,RACE,WHT,52.2,52.2,43.5,60.7
BRFSS~2022~2022~9004~Q30~TCC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C06,TCC01,Q30,9004,AGE,5064,RACE,WHT,9.3,9.3,7.9,11.0
BRFSS~2022~2022~55~Q30~TCC01~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,65PLUS,SEX,FEMALE,10.6,10.6,9.0,12.5
BRFSS~2022~2022~50~Q41~TCC03~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,~,No Data Available,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC03,Q41,50,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2022~2022~51~Q41~TCC03~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC03,Q41,51,AGE,5064,SEX,MALE,,,,
BRFSS~2022~2022~51~Q42~TCC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,65PLUS,RACE,BLK,,,,
BRFSS~2022~2022~50~Q30~TCC01~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC01,Q30,50,AGE,AGE_OVERALL,RACE,HIS,,,,
BRFSS~2022~2022~9004~Q31~TCC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9004,AGE,65PLUS,RACE,HIS,47.7,47.7,27.7,68.5
BRFSS~2022~2022~9004~Q31~TCC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,9004,AGE,65PLUS,RACE,WHT,20.3,20.3,15.6,26.0
BRFSS~2022~2022~51~Q41~TCC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC03,Q41,51,AGE,5064,RACE,BLK,,,,
BRFSS~2022~2022~50~Q31~TCC02~AGE~RACE,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC02,Q31,50,AGE,65PLUS,RACE,HIS,,,,
BRFSS~2022~2022~55~Q30~TCC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC01,Q30,55,AGE,65PLUS,RACE,ASN,,,,
BRFSS~2022~2022~9004~Q42~TCC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC04,Q42,9004,AGE,AGE_OVERALL,RACE,ASN,12.7,12.7,3.8,34.8
BRFSS~2022~2022~51~Q31~TCC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC02,Q31,51,AGE,5064,RACE,HIS,,,,
BRFSS~2022~2022~50~Q42~TCC04~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-72.51764079099962, 43.62538123900049]}",C06,TCC04,Q42,50,AGE,65PLUS,SEX,FEMALE,49.0,49.0,38.5,59.6
BRFSS~2022~2022~55~Q41~TCC03~AGE~SEX,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC03,Q41,55,AGE,65PLUS,SEX,MALE,19.1,19.1,12.6,27.9
BRFSS~2022~2022~51~Q30~TCC01~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Female,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC01,Q30,51,AGE,AGE_OVERALL,SEX,FEMALE,9.4,9.4,8.2,10.9
BRFSS~2022~2022~55~Q42~TCC04~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,,,"{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC04,Q42,55,AGE,65PLUS,OVERALL,OVERALL,37.8,37.8,31.8,44.2
BRFSS~2022~2022~51~Q42~TCC04~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-78.45789046299967, 37.54268067400045]}",C06,TCC04,Q42,51,AGE,AGE_OVERALL,RACE,HIS,,,,
BRFSS~2022~2022~9004~Q30~TCC01~AGE~RACE,2022,2022,WEST,West,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9004,AGE,65PLUS,RACE,BLK,21.3,21.3,11.7,35.6
BRFSS~2022~2022~55~Q41~TCC03~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-89.81637074199966, 44.39319117400049]}",C06,TCC03,Q41,55,AGE,65PLUS,RACE,BLK,,,,
