Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2019,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,39.6,30.0,50.1,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,40.6,34.5,47.0,Age Group,Overall,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,49.0,39.6,58.3,Age Group,Overall,Race/Ethnicity,Hispanic,Percentage of older adults who reported that as a result of subjective cognitive...
2019,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,19.7,16.0,24.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,27.3,14.8,44.8,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WV,West Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,55.5,47.1,63.6,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.4,11.0,13.9,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WY,Wyoming,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.3,5.6,12.3,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,43.2,35.0,51.9,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WV,West Virginia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,46.2,40.3,52.3,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WY,Wyoming,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,27.6,16.1,43.0,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2019,WV,West Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,48.3,42.6,54.0,Age Group,Overall,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WV,West Virginia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,37.8,27.4,49.5,Age Group,65 years or older,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2019,WV,West Virginia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.6,8.6,13.0,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2019,WY,Wyoming,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,33.4,22.7,46.2,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2019,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,25.9,21.0,31.5,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
